class,period,tranDur,radE,earthFlux,eqTemp,effTemp,radS
1,0.038426038,0.2022,0.127873,0.0045387,0.1285,0.070319999999999,0.1659999999999999
1,0.427305626,0.5591,0.0403815,0.000102931,0.0499,0.05247,0.0829999999999999
1,0.28234315,0.03956,0.00235,0.0006309999999999,0.0404,0.7092,0.1525
1,0.051409029,0.2265,0.0829803,0.00207445,0.1057,0.0628239999999989,0.107
1,0.113298459,0.44750093,0.034134506,0.001007059307,0.08079481883,0.05624,0.1056999999999999
1,0.057310859,0.1693,0.118502,0.000603278,0.0776,0.055521,0.107
1,0.388048463,0.03456,0.003,0.000471,0.0376,0.5779,0.246
1,0.0138216509999999,0.2435,0.176176,0.0731438,0.2576,0.076619999999999,0.194
0,0.37117573,0.0819999999999999,0.00407,0.003264,0.061,0.903,0.3218
1,0.085517344,0.0933099999999999,0.00304,0.001275,0.0482,0.5592,0.1451
0,0.01132028788,0.0482219,0.05923,0.017569,0.0928,0.6153,0.1127
1,0.019663653,0.1637,0.132267,0.00189304,0.1033,0.04687,0.074
0,0.01751191534,0.05678,0.05264,0.601416,0.2246,0.4029,2.0888
0,0.002183517999,0.042703,4.63366,216.968572,0.9791,0.3198,16.2725
0,0.003125821128,0.022163,0.11058,0.448176,0.2087,0.6137,0.2852
0,0.001061934307,0.03211,0.0186999999999999,0.195871,0.1696,0.5853,0.0868
0,0.0209156159999999,0.3634,0.142961,0.101481,0.2796,0.055509999999999,0.162
1,0.1181417259999999,0.55649352,0.069724932,0.002756427299,0.1039217341,0.05609,0.1785979999999999
1,0.1948348329999999,0.4666330099999999,0.035483433,0.000112355075,0.0466947359,0.043619999999999,0.0733789
1,0.026755521,0.32277336,0.1633551939999999,0.01360164073,0.1548879295,0.06783,0.1344149899999999
1,0.147091662,0.36278152,0.065471787,0.000333030602,0.06126899904,0.04888,0.0880213
1,0.00544085762,0.02119,0.0009699999999999,0.0149439999999999,0.0892,0.5519,0.0762
1,0.00264185268,0.0176,0.00356,0.4636689999999999,0.2104,0.5195,0.2935
1,0.0356757453,0.07381,0.00302,0.004796,0.0671,0.6157,0.133
1,0.0212711989999999,0.2386,0.136834,0.00789061,0.1476,0.054832,0.108
0,0.000855763492,0.0364361,0.07282,0.8674280000000001,0.2464,0.6679,0.1326
0,0.3963492529999999,0.02685,0.00239,0.000173,0.0293,0.6495,0.1167999999999999
0,0.00148922187,0.01882,0.0025,0.152419,0.1594,0.578,0.1
0,0.000793663156,0.008244,0.00114,0.1600849999999999,0.1614,0.5077,0.0824999999999999
1,0.357588538,0.03367,0.0035299999999999,0.0007379999999999,0.0419999999999999,0.7435,0.1876
