class,period,tranDur,tranDep,radE,earthFlux,eqTemp,radS,st_rad
1,0.4628844,0.5588219,4489.911922,1.3543237,723.3961549,64.718104,3043,0.188624
0,0.70902,2.49,570,5.18865,4453,65312,8999,2.36
1,2.237462,2.991,4281,10.2256,2085,3143.23,7050,1.66
1,1.9173816,1.466,664,17.5081,1849,1941.36,8129,7.39
0,9.6926509,2.819,1393,13.5133,1045,198.127,6012,3.51
1,1.7753644,2.034,878,9.49405,2597,7558.32,9598,3.23
0,1.8286961,3.37,7283,21.4433,3235,18194.7,6046.3,1.23
0,14.8626982,3.3250502,8264.219392,26.5090911,962.2429589,202.6095767,5705,1.73364
0,2.0881134,2.307,730,5.41738,2665,8383.12,6255.8,1.7
0,1.25562,2.304,290,2.95064,2024,2790.4,5717,1.72
0,7.6047417,5.23,1200,6.14418,1948,2393.29,9139,1.8
0,4.8173797,1.323,1800,1.71137,672,33.919,4651,0.69
0,5.2651271,2.463,3450,11.2446,1993,2619.14,8728,1.7
0,6.1600888,1.67,1120,8.22262,964,143.457,5772,1.55
1,3.8529998,3.225,8913,15.4014,1604,1099.44,6893.4,1.57
0,1.06884,2.512,470,10.3628,3736,32361.2,9222,4.94
0,5.4561177,3.1,1360,5.78741,1480,796.96,7465,1.51
0,1.7380504,1.496,956,4.42263,1476,787.969,6026,1.45
0,5.7785318,2.348,4990,42.6903,1921,2264.51,8224,2.92
0,1.41072,2.623,500,8.4993,1863,2001.09,5197,3.84
1,6.5601782,4.058,2474,28.2675,3318,20126.7,9976,2.62
0,0.44482,1.058,1610,10.8884,3038,14152.2,7184,1.88
0,1.532703,2.698,1250,10.8699,3568,26916.4,6023.1,1.39
0,0.7131492,2.428,450,4.89712,3234,18159.7,5128.9,1.93
1,25.8386422,5.209,1806,4.31235,667,32.9135,5769,1.03
0,0.78381,1.443,426.099,3.89595,2743,9401.36,7842,1.72
1,4.4652986,2.502,14440,14.5331,1118,259.687,6051.2,1.18
1,11.0708575,2.1937617,1149.732803,2.3337648,554.9934842,22.4219066,4356,0.700727
0,2.6380089,3.55,1683,12.8098,3551,26423.9,7495,2.5
0,2.7260173,2.703,1165,4.98036,2317,4788.29,5256,0.79
0,2.86876,2.422,1030,8.48351,1983,2571.69,8342,2.65
0,2.958148,3.769,980,4.47387,2311,4739.26,6294,1.58
0,0.98736,1.464,370,3.41784,1987,2591.32,6301.3,1.69
0,3.99307,4.783,3892.81,6.35126,1667,1282.52,4731.1,0.93
0,8.6795072,3.628,10160,24.132,1366,578.958,6057,1.14
0,1.3812787,2.4,1573,5.91488,3488,24595.6,6483,1.38
0,5.48923,3.29,910,11.8401,1987,2592.62,6004,1.62
0,0.43889,0.947,650,6.69456,3049,14357.3,7111,2.32
0,2.3359622,6.0165684,3066.249275,18.3852989,2362.602031,7363.483084,7577,2.0780001
1,6.8674054,3.488,779,2.4024,1157,297.944,6051.5,1.03
1,14.431887,3.265,1687,3.73311,749,52.4908,6051.5,1.03
1,10.5739824,4.04,5460,9.43898,1007,171.146,6519,1.27
1,9.9783319,4.2281711,179.2248456,2.0515332,1062.303534,300.9646623,6073.5,1.47131
1,4.4247042,1.318,2447,8.3621,1293,465.179,6594,1.49
1,2.2222094,2.461,87,1.39527,1864,2005.35,6594,1.49
1,1.0082361,1.41,228,1.7202,1835,1882.94,5795.29,1.13
1,1.2168732,0.86,1240,3.43106,980,153.719,4634.6,0.78
1,1.4520486,1.339,393,1.404,1125,266.85,4184,0.69
1,6.1182129,0.6671441,1805.189577,6.1579891,891.1240042,149.0299553,5427,0.890109
1,14.4204896,5.1737619,1061.49915,4.7909139,942.9968937,186.8796664,6383,1.41048
1,1.0697621,1.356,376,1.60037,1590,1061.92,4946,0.8
1,3.0726434,2.2602485,10471.49497,19.9197757,1793.79634,2446.884871,7164,1.55831
0,0.6763235,4.916459,30.1617977,1.700035,3663.541941,42572.15874,8475,2.9486499
1,2.8997405,1.849,13760,10.0433,1015,176.587,5224,0.82
1,0.8533534,1.2018737,25080.32907,12.600718,1026.213105,262.1025386,3658,0.608076
1,6.9561134,3.3628003,15989.2311,12.090823,872.4987884,136.9557694,5387,0.940037
1,13.001789,4.4847322,1339.583766,3.84805,786.6834253,90.515093,5914,1.00826
0,2.7556532,3.3967282,2854.458929,6.4145519,967.6926252,207.2386368,4993,0.696945
1,4.8962484,2.362418,1186.028993,3.5246468,796.4215716,95.080851,4528.99,0.799965
0,0.78999,1.153,5750,1.99,2398,5497.38,5558,1.1
0,12.80758,3.596,27112.7,11.4222,643,28.4034,5094.4,0.63
0,11.35626,6.047,2190,12.9372,1731,1493.65,6314,2.14
0,0.6412558,1.1161082,1029.534833,4.841202,2573.956947,10373.51921,5854.65,1.47292
1,2.3109689,3.4303821,6829.42365,17.30428,2068.197749,4324.035454,6371,1.95411
1,7.4341456,2.424,701,1.97737,733,48.0098,5064,0.78
1,2.650232,2.03,6449,15.9327,1720,1454.53,7400,1.94
1,6.1095756,2.441,510,2.19963,916,117.102,5587,0.91
1,29.871853,4.6960535,712.5668187,2.4078494,474.9939578,12.0302137,5393.86,0.735511
1,0.6858178,1.3936363,148.2277582,0.9996714,1707.73669,2010.039714,5142,0.82354
1,0.8675883,1.3814953,321.4840933,1.4302423,1474.809512,1118.058998,5011.22,0.74524
1,18.840891,5.765,331,2.00342,868,94.5008,6093,1.22
1,5.1396666,0.8991981,769.5996824,2.259057,883.3765229,143.9144538,5374,0.815924
1,9.4280902,1.377,799,2.49195,623,25.1545,5374,0.82
1,27.6438617,5.321,560,3.68027,801,68.4355,5873,1.62
1,6.267832,2.789,321,1.99779,1052,203.434,5950,1.15
1,15.5174519,5.322,434,2.43592,1056,207.048,5780,1.34
1,4.6274206,4.6582573,152.4142924,1.43332,1239.488665,557.8163511,5780,1.34
1,22.092974,5.813,435,2.33525,790,64.932,5885,1.24
1,0.4090681,0.6165726,1281.229467,1.1833779,967.4422529,207.0242436,3328,0.308799
1,23.5407467,4.025,956,2.11441,564,16.8576,5236,0.75
1,0.4702719,1.3258819,209.49313,1.4344026,2147.7419,5028.626285,5466,0.92499
1,9.8130697,3.91,630,2.67352,1013,175.261,6240,1.06
1,4.7842093,2.947,390,2.14401,1267,428.772,6240,1.06
1,6.3170657,2.4466954,688.3375977,2.4720516,822.8089031,108.3220651,5180,0.83031
1,4.5057387,1.885675,428.7456455,1.7133121,920.906304,169.9741138,5180,0.83031
0,1.2273079,4.8114753,66.4147779,3.6075647,2575.410049,10396.96413,6906,4.12041
1,8.0970819,3.127852,4723.072438,2.6354043,388.1291894,5.3632275,3391,0.381586
1,2.3691849,1.6840374,699.3113402,1.614201,1160.049209,427.9831307,5780,0.604385
1,5.13002,4.78,3376,8.86428,1501,842.866,5430.7,1.58
1,2.0439268,1.008937,465.1929875,1.0924808,660.3898166,44.9492524,3407,0.473603
1,16.5379864,2.796,608,2.51948,751,53.0216,5781,1.03
1,11.0619937,1.7587777,3249.116433,1.6184944,304.152939,2.0225025,3248,0.275364
1,6.5886877,1.678,852,2.12746,646,28.9612,4920,0.71
1,4.3135263,1.874,274,1.17405,963,142.833,4920,0.71
1,2.6794168,2.988801,13578.34479,13.6925582,1444.134709,1027.902273,6075,1.14394
1,18.712253,6.475,6066,10.3984,1008,171.765,6125,1.27
1,2.7759678,3.074,13613,15.4018,1761,1597.59,6140,1.24
0,9.155934,3.1412022,908.2412562,2.4949092,727.3657867,66.1504006,5219,0.82204
0,6.8424983,3.3079378,8029.880305,16.4578474,977.1959895,215.5002138,5766,1.1282001
1,2.1779407,2.098,110,1.28228,1462,759.183,5801.89,1.26
1,2.8791023,2.7497683,11426.61701,12.0920506,1308.697887,693.2320081,5583,1.1145999
1,11.3125266,2.5943007,861.7265878,2.686447,698.0518398,56.1140618,5290,0.854841
1,1.4200248,1.431,23730,12.5242,1231,382.328,4910,0.77
1,1.8718991,1.475,920,2.40733,1001,167.099,4201,0.75
1,5.9711357,1.5478671,1437.108603,1.8721145,525.9795517,18.0882455,3834,0.490737
1,15.5324385,1.7640717,2937.495321,2.013576,308.4743596,2.1399188,3382,0.369306
1,1.880531,1.1911684,1214.006659,1.4548629,623.5511988,35.7280633,3382,0.369306
1,3.0929386,0.8776502,254.2319025,1.2815317,950.5390679,192.9304989,4884.29,0.750598
1,6.7650398,1.421,269,1.39215,789,64.6487,4884.29,0.75
0,3.4231002,2.4377583,8643.101646,35.4084057,1900.958795,3086.112933,5620.9,2.6126101
1,2.5272822,1.265861,1847.487224,2.2007181,661.896336,45.3608214,3624,0.49012
1,20.7724316,5.508,1415,3.91576,1060,209.722,5625.56,0.97
1,52.5637056,6.5,1193,3.28372,542,14.3711,5625.56,0.97
1,6.3634106,2.692302,2368.695203,4.4784698,826.0146095,110.0200699,5103,0.859483
1,5.2544884,2.898,567,2.1916,1144,284.941,5958,0.99
0,5.222621,4.693629,15867.99202,3.7216015,329.6508495,2.7908584,3453,0.275946
1,8.4953513,0.9060555,718.4869448,5.2961699,1813.345207,2555.306247,10012,1.88016
1,1.2174936,2.57,6969,12.9438,2361,5165.92,6596.04,1.46
1,2.7324809,2.2139341,9548.280601,18.2785375,1809.041438,2531.133554,6695,1.61271
1,10.1802014,4.613,11500,12.3422,1119,261.013,5623,1.04
0,16.6828999,1.804,2054,17.1854,550,15.2595,6423,2.63
1,4.86709,3.103,4210,7.42915,1272,435.152,5814.3,1.15
0,2.1853174,1.656,1168,14.8742,1952,2412.11,8332,4.02
1,5.7121916,4.775,7555,15.4584,1570,1009.66,6720,1.79
0,5.0037857,4.154,1950,6.77338,2028,2812.53,6109,1.09
0,1.1623941,1.266,1099,8.21669,1723,1464.16,5843.7,2.23
0,2.9551881,1.361,230,5.60201,989,158.866,5054,6.17
0,0.2666485,1.075,230,1.30468,2072,3064.12,4154,0.71
0,23.28798,3.462,120,14.6492,507,11.0443,5047,8.95
0,0.4721054,1.6995515,45.2185132,1.3988866,3774.000953,47943.42142,7269,1.93752
0,6.98301,3.472,270,13.6402,973,148.818,5118,8.4
1,4.4902667,2.758,2513,5.56985,1180,322.83,5899,1.23
0,0.86673,1.089,662.925,3.54647,1739,1519.96,5904,1.25
1,5.147905,5.405,3710,18.0411,1760,1594.76,6064,2.9
1,5.0267996,2.754044,6358.00607,12.9814741,1378.396782,853.1354811,6434,1.4782799
0,10.82661,6.877,5890,11.5303,1463,760.667,5113,0.68
0,0.8165295,2.294,468,4.12435,5356,136662,8911,1.85
0,1.4014167,3.661,2730,11.8932,4713,81940.9,8014,1.6
1,5.8574075,5.8548029,6489.730235,13.8892762,1335.11434,750.9220273,5982.9,1.67987
0,1.077774,2.682,2680,10.1773,4387,61535.5,7274,1.58
0,2.7536237,2.39,1460,11.1685,2565,529.9,5647,2.41
0,1.6534102,3.102,600,6.07704,4329,58331.7,6928,1.46
0,1.2456423,1.354,691,3.80598,1695,1370.47,6194,1.5
0,3.4272549,5.9083927,569.4677099,7.7503736,1836.88767,2690.614003,6338,2.0707099
0,10.9115374,3.269,1039,18.4382,3198,17372.4,9195,3.37
0,0.46741,1.25,1592.12,7.77804,5361,137211,7960.5,1.77
0,2.1575124,2.236,550,11.8527,2244,4213.12,8326,3.87
0,1.577609,1.646,1055,9.73924,2058,2982.64,7856,2.91
0,1.59782,1.49,1713.69,3.59995,1548,955.676,5037.6,0.79
0,1.23852,3.138,440,7.11712,2736,9304.06,6524,3.4
0,1.1025238,2.321,2919,15.8737,5314,132458,9218,2
0,1.76589,3.807,730,4.06597,2509,6579.97,6221,1.55
0,1.36991,4.156,1170,11.8886,3254,18625.3,7339.8,3.64
0,3.66505,2.346,910,7.19016,1352,555.083,6370,2.32
1,2.0560153,2.773,17453,17.2767,1839,1899.83,6485,1.24
1,1.902606,2.3653693,8984.989727,19.576504,2917.526091,17123.0055,9918,1.82241
0,7.00776,2.68,3666.99,8.1288,1161,302.511,6347,1.22
0,6.1461734,5.386,1034,6.96236,2649,8177.52,6153,1.5
0,4.1812866,4.394,4280,15.448,1585,1049.28,6146,2.31
0,2.9798592,2.737,580,4.92227,2704,8878.81,9024,1.89
0,6.72694,2.649,1070,5.19273,1123,264.81,6745,1.53
0,10.9554897,6.772,370,22.7316,3316,20081.6,8522,6.79
0,0.6171788,1.433,519,7.26341,3260,18771.3,9603,3.14
0,1.5309799,1.37,654,6.01061,1613,1124.09,6298,2.38
1,5.0625809,3.69,2884,15.2343,1757,1582.94,7664,2.76
1,8.905407,2.71,6702,12.3602,1092,236.656,6659,1.41
1,3.6458046,1.828,1168,2.93272,1011,173.908,5053,0.88
1,8.0637954,0.804,2301,9.29431,628,25.9007,5053,0.88
0,1.41853,2.728,560,3.93221,2481,6293.46,6329,1.68
0,6.5344463,2.774,3240,15.3823,1559,982.822,7715.3,2.67
0,2.013653,2.1214907,822.8974252,9.0269074,3580.920225,38859.71273,10310,2.67713
1,6.4902646,2.545,1080,3.24146,990,159.69,5999,0.96
1,6.54692,4.589,2400,5.62882,1306,483.652,6034,1.12
0,2.590266,4.378,700,9.54526,2985,13184.6,5855,3.22
0,6.74657,1.803,2970,16.2785,833,80.0277,5910.7,2.57
0,8.2916,3.361,470,6.71582,900,109.067,5119,3.1
0,5.13664,4.45,930,7.04152,2355,5106.92,9238,2.32
0,1.5166573,1.607,1590,7.73846,1954,2422.33,6905.3,2
1,1.13345,1.894,490,3.03424,2159,3611.25,6223,1.4
0,0.71933,1.474,478.823,3.45648,2210,3964.33,5758,1.44
0,12.6017,4.835,800,3.34292,949,135.068,5861.6,1.21
0,2.5798051,3.413,5740,25.2815,2619,7814.19,6116.5,1.49
1,5.4499753,4.319,973,5.28759,1499,839.203,6220.5,1.79
0,1.6256942,1.988,1720,32.1007,3151,16378,6628,3.96
1,1.67546,1.202,1250,6.44889,1506,855.787,6745.5,1.78
0,7.57193,2.656,420,10.2119,1479,795.635,9146,4.72
1,9.4341589,2.8505348,4001.924935,6.3734064,799.4458445,96.5333103,5450.4,0.938168
0,2.09989,0.908,27336.4,10.1564,1263,422.491,6025.3,1.04
0,1.44127,2.605,2750,9.20279,3409,22433.7,8009,1.65
0,1.08697,1.967,860,4.98445,2042,2889.01,5751,1.69
1,3.4648951,1.046,1339,9.72728,1225,374.648,8455.3,2.54
0,14.152,3.599,3800,10.6751,1148,288.531,5823.9,1.28
1,0.2580006,0.5351356,812.7310325,6.2776081,5634.05944,238125.9359,9035,2.08687
0,2.27456,3.32,1020,13.266,3374,21521.5,6777,3.35
0,0.98999,2.05,420,3.95137,2612,7729.29,6208,1.84
1,1098.225859,6.121,4496,5.13949,93,0.0125876,4582,0.74
0,3.01106,3.073,1617.22,7.20703,1666,1281.74,6516,1.63
0,1.35932,2.831,2840,10.3751,3113,15609.5,5421,0.94
0,1.71614,2.038,681.449,14.1349,1550,958.34,5511.5,4.92
1,2.0845434,2.017038,12504.82502,13.4432705,1463.951309,1085.494259,5638,1.10646
0,1.74626,3.88,1110,5.62786,3218,17804.9,8348,1.8
0,1.2427,1.563,663.745,6.05271,1660,1263.34,5624.8,2.14
0,8.66698,6.104,9854.3,27.4804,1998,2647.36,6322.2,2.52
1,21.216464,3.045,6499,13.1431,581,18.9464,5925,1.55
0,2.4611008,3.13,1795,12.3334,2685,8632.97,5429.5,1.63
0,0.783879,1.4870966,274.5156373,9.6813253,2252.795616,6087.06825,4975,5.3874698
0,0.99837,1.632,2730,5.29489,1963,2465.96,6082,1.13
0,1.97741,6.549,5470,17.5768,4083,46143.6,6742,2.11
0,2.51266,2.411,2790.01,13.3617,1478,793.471,5988,2.3
1,4.7947749,4.799,6864,18.3428,1574,1021.14,6333,2.18
0,1.8932775,3.118,3415,21.043,3814,35143.2,6904.3,2.04
0,3.77188,2.923,450,10.0329,2363,5181.65,10097,4.62
0,0.88654,1.679,870,24.9348,4438,64431.5,6919,4.27
0,1.83641,2.222,470,10.6176,2722,9124.8,9542,5.03
1,1.80794,2.17,540,20.9267,1349,550.041,4628,8.61
0,12.5343031,4.572,1517,8.71775,1292,463.57,7275,2.51
1,3.581083,3.454,760,17.1017,2467,6158.1,9503,5.96
0,35.4028219,4.221,12666,21.7639,766,57.342,7455,1.78
1,3.7628372,3.956,11360,17.3305867,1660.759467,1797.827207,6979.2,1.58746
0,5.6318074,3.4553092,1186.148187,4.8217692,1190.356241,474.4919122,5669.9,1.38826
0,2.06313,2.157,600,11.9118,1831,1866.39,6716.5,4.77
0,1.51233,2.59,640,11.1245,3240,18303,9447,4.35
0,1.7498117,1.641,2549,8.13315,1520,886.867,6222.3,1.53
0,1.9734615,3.69,1295,16.6678,3193,17275.6,7962.9,3.62
0,0.73772,1.057,980,4.68288,1853,1958.84,6001,1.49
1,1.1020719,0.864,580,4.33066,1549,958.145,6011,1.73
1,1.2198382,2.8341804,12160.1096,18.2179311,2510.786674,9392.047101,7398.5,1.60242
0,4.608,3.383,3213.22,7.99698,1445,724.001,5935,1.28
0,0.361112,0.756,710,6.69136,2003,2677.39,6056.9,1.95
1,5.33155,6.191,4220,14.6101,1593,1071.42,5917,2.22
0,6.15952,3.834,1230,3.90515,1309,487.519,6175.9,1.09
1,4.7321735,2.589,8121,14.269,1229,379.567,6739,1.56
0,3.46608,4.403,1620,20.8363,3450,23536.1,7249.8,3.02
1,8.7094632,3.027,4510,20.9625,1185,327.472,5597,1.59
0,1.0357235,1.366,480,15.828,1691,1358.51,4963,7.83
0,2.4727425,2.341,2929,23.6289,2298,4630.82,6057.7,2.13
0,13.3118,4.492,750,2.67981,901,109.875,6011,0.98
1,2.5287981,1.286,387,2.29951,1083,228.804,5740.2,1.19
1,16.2016817,2.792,885,2.38101,641,28.0911,5071,0.78
1,2.8641388,2.417,9597,15.5276,1373,591.067,6082,1.53
0,5.2469991,3.45,1180,5.46087,1381,604.151,6651,1.44
0,0.7438074,1.377,633,9.77911,1790,1705.03,5182,4.04
0,3.9401791,1.991,13317,25.3897,1600,1090.26,7170,1.51
1,1.3433022,0.662,1052,4.72169,1218,365.857,6713,1.45
0,1.4013505,1.562,1532,3.7143,1857,1975.13,5521,0.94
0,2.1679,1.39,560,5.32848,2820,10508.5,10596,2
0,2.3866952,2.654,586,9.72386,1936,2334.78,5017,4.73
1,1.5982014,2.254,296,2.28827,2451,5992.53,6594,1.49
1,6.453624,3.582,200,1.35756,1423,680.81,7257,1.02
0,1.7126115,3.128,340,2.01928,2285,4528,5932.2,1
0,5.8089284,5.137,1111,3.79308,1664,1275.72,6406,1.27
0,1.49446,2.114,890,4.21366,2065,3024.1,6587,1.43
1,3.3326189,3.5620066,8310.506616,15.6399082,1590.667081,1512.997376,5768.2,1.6948299
1,5.0172146,3.7363301,14236.9594,13.5478019,1143.94739,404.711186,5930,1.10013
1,2.1436364,3.1539349,9203.755274,18.0537588,1949.021483,3410.260119,6148,1.77061
1,4.5421594,4.294,9760,17.3816,1491,821.405,5939.3,1.73
1,4.2311173,4.3531635,7261.275936,14.6260711,1584.351853,1489.112625,6671,1.6640199
1,12.0557353,1.959,807,2.39173,584,19.3677,5504,0.83
0,8.2491871,4.9807847,117724.0283,8.0476984,264.4172054,1.1552603,2990,0.165066
0,12.1582804,2.1406837,3430.776264,1.9160277,326.1491782,2.6741524,3429,0.3232
1,0.98933,1.0357615,1519.669587,1.8303854,848.0098579,122.2150262,3455,0.465258
0,34.9270483,2.7546907,110264.9392,18.8285063,242.488665,0.8171218,3496,0.389199
0,1.7729239,1.8255671,26694.37974,14.9468862,1076.840213,317.7796355,4769,0.687841
0,4.076684,4.4132181,10459.72723,17.5223182,1571.965386,1443.088339,6531.44,1.64302
1,0.9150623,0.6662728,4304.932222,5.386904,1109.366025,357.9484179,3810,0.701237
0,0.901465,2.5562155,3156.565826,3.4348127,1083.360962,325.5470241,3896,0.611023
0,7.31898,3.771,3809.3,8.79673,1296,468.718,5926,1.3
1,1.9495403,0.8060618,2089.244412,1.3929217,560.7827791,23.3722044,3414,0.260187
1,1.8646725,1.028,570,12.8352,2202,3903.88,9898,3.4
1,20.0795217,1.2186554,1065.535571,2.7170462,508.9693869,15.8594327,4763,0.777584
0,2.1721416,2.7480823,17864.55208,18.0850347,1677.748591,1872.528914,6198,1.30937
0,3.623909,2.6568012,26979.82105,6.9347137,373.8573643,4.6168393,3514,0.414101
0,6.9744232,2.124,9189,37.9891,1103,245.906,5821.7,1.86
1,7.3315684,1.287,893,2.77433,637,27.4026,4871.6,0.84
0,3.4557863,2.164,6423,16.0772,2058,2978.62,8170,1.78
0,7.757643,2.8561356,7336.690882,12.7936991,993.2304197,161.5793695,6038,1.91151
0,9.1505,2.986,1370,11.1497,1132,272.763,7719,3.02
1,3.7649949,2.642,14735,17.8182,1367,580.386,6724,1.42
0,0.6664948,1.38,260,3.217,2004,2681.48,5329,1.99
1,10.9568722,3.469,4643,21.7036,2489,6376.83,7106.5,2.5
1,3.2786617,2.631,1101,3.61232,1243,396.593,5411,1.15
0,5.6309047,3.877,1683,7.00844,1933,2320.13,5304,0.79
0,0.6803433,2.0674164,565.5754223,8.1888041,4165.816448,71174.02445,7325.5,2.97877
1,5.8775548,2.9027641,412.2881337,2.1822904,1031.138319,267.1706249,5977,1.00568
1,3.3985674,2.197,171,1.18609,1288,456.908,5977,1.01
1,5.0611315,1.5562414,5276.03493,9.1484302,1002.960107,239.1418795,5254,1.00217
0,1.3561596,2.504,482,4.12493,2908,11881.9,6375,1.86
0,2.37532,2.957,1940,13.5855,3490,24634.5,7895.7,2.11
1,11.835079,2.094,336,2.5354,750,52.6622,6225,1.34
0,1.76406,3.086,870,12.3762,3961,40901.7,6481.7,2.03
0,1.69433,2.169,650,5.20733,2165,3651.29,7185,2
0,2.363311,3.294,1121,2.74038,1697,1379.02,5420,1.04
1,2.6800536,1.758,456,2.3437,1198,342.997,5550,1.07
1,40.7501028,4.873,6026,10.1271,544,14.5514,6453,1.31
1,10.9836724,2.636,315,2.35616,1043,196.694,6453,1.31
1,123.0586028,9.7316587,485.2393663,2.9538423,443.4993569,9.1430897,6453,1.31225
0,8.13664,2.084,840,11.75,649,29.5076,4913,3.96
0,3.8954139,2.832,911,5.15915,1359,566.299,6064,1.89
0,1.08625,2.534,1110,4.65122,2226,4081.88,5562.6,1.4
0,7.45494,3.465,2280,15.1922,1303,479.468,5029.7,2.45
1,3.133084,1.237,1192,10.3743,1922,2269.81,7478,2.06
1,3.1915257,2.756,8587,16.4091,1626,1161.72,6673,1.69
1,0.6435807,0.6659322,876.6807794,4.8452813,2608.950134,10949.24352,5919.7,1.49305
0,0.6565741,1.908,423,5.01154,2309,4719.59,5235.5,2.68
1,2.31446,1.347,1190,3.40668,1015,176.692,4801.5,0.73
1,4.8026561,1.1658648,4358.115768,1.4202459,370.455897,4.4510969,3231,0.213459
1,1.5379237,0.766,1135,8.73996,1677,1313.48,5672.5,0.93
1,2.7347651,3.205,9209,17.805,1808,1775.39,6767.9,1.77
1,3.057524,1.3790503,1117.963818,2.4878486,848.2229732,122.3379291,4402,0.695095
1,1.1549925,0.911,739,9.15106,1392,624.87,4815,2.99
1,0.6691449,0.9921631,1254.371193,1.9200407,964.704855,204.6910522,3457,0.462408
1,6.7053949,3.8459321,575.2056582,3.7076274,1209.224659,505.2996309,6141,1.45858
1,10.2596322,1.8234891,1080.921317,3.9130735,819.8012135,106.7468895,5734,0.978325
0,6.7171913,7.5037208,9138.715071,22.875658,1484.812146,1148.701129,5843,2.3529
0,9.1238101,5.1188391,283.324087,2.0471844,890.69861,148.7455904,5470.16,1.1485
1,2.2554459,1.6678604,5283.71039,11.0535293,1579.782885,1472.009522,5817,1.29661
1,16.7368995,4.561,989,2.88015,834,80.3869,5759,1
1,17.7286608,6.4427868,1086.461814,4.9572307,909.5495957,161.7433903,6554,1.45796
1,32.2079698,7.519958,2409.294316,7.3178089,793,72.9642265,6554,1.45796
1,1.766692,1.4196682,830.5082973,1.5574734,700.8548645,57.0208084,3474,0.46126
1,3.7701296,2.8512056,4361.180108,5.4800266,953.4195932,195.2881696,5058,0.81833
1,3.1342946,1.2158796,1183.606071,1.7992966,618.3628631,34.5537033,3575,0.516105
1,2.5005291,0.8809865,12579.35048,3.1713853,491.6465759,13.8080731,3181,0.280475
1,10.716524,3.075,1280,2.34185,587,19.7169,4067,0.65
1,4.5470055,2.382923,813.7370725,3.0070741,1096.356978,341.4514343,5654.4,1.03909
1,3.7115129,2.685,12280,13.941,1245,399.006,5973,1.22
0,1.12355,1.611,1020,3.49799,2055,2963.42,5524,1.01
1,1.3341738,1.3470884,2283.656285,4.5073642,1320.841064,719.3218467,4685.1,0.878958
0,0.40312,0.853,1000,2.95177,1645,1215.98,4252.9,0.89
1,1.2016105,0.6498366,2414.879119,5.3210497,1759.699161,2266.077245,5747.6,1.07532
0,3.929983,2.153,2270,6.51515,1244,398.651,6621.9,1.34
0,13.2054538,4.875,644,3.74642,1039,193.559,6653,1.67
1,4.5156072,2.628,449,2.07194,1297,470.034,5617,0.97
1,7.4057777,2.778,325,1.67743,1111,253.592,5617,0.97
0,2.02365,2.585,1710,5.96472,1952,2411.54,6582,1.48
1,7.6288424,3.311,10850,18.0261,1194,338.345,6157,1.6
1,1.238601,1.9048913,12167.53092,12.1897562,1639.963909,1709.456933,5237,1.1072299
0,1.8135767,1.0753316,4166.280204,7.660458,1819.537876,2590.391481,5237,1.1072299
1,24.2833782,5.132,2844,5.21152,654,30.5138,5675,0.98
0,10.2558,5.088,5740,7.44683,934,126.859,5326,0.97
0,3.566276,4.197,3870,20.2251,1851,1949.16,6831.4,3.17
1,0.5572565,0.5671304,1198.721242,3.2761782,1949.751565,3415.372776,5097.6,0.946
1,3.4744763,4.258,12920,19.6131,1789,1701.38,6642.3,1.67
0,2.8269356,1.1692366,950.9544382,4.8112209,1795.944628,2458.627707,7072,1.50581
1,8.082354,3.284,559,2.72432,959,140.474,5878.6,1.24
1,4.052389,2.169,8976,13.1098,1227,377.016,6578,1.36
1,5.5870396,2.745,1907,4.24332,948,134.155,5378,0.94
1,2.7552586,1.17,338,9.65945,1481,799.261,6096.4,4.17
1,9.47686,4.392,2980,9.80856,993,161.969,5801.8,1.79
1,2.6158597,2.517,13363,13.1204,1267,428.036,5267,1.08
1,4.1250429,4.454,8804,15.3479,1608,1112.27,6304,1.62
1,9.6052235,3.628,1437,3.86469,952,136.86,6137,1.09
1,13.7270395,4.007,901,2.95921,802,68.9542,5777,1.09
